1	0	0
0.95	-0.0066	0
0.9	-0.0109	0
0.8	-0.0177	0
0.7	-0.0231	0
0.6	-0.0271	0
0.5	-0.0306	0
0.4	-0.0313	0
0.3	-0.0308	0
0.2	-0.0279	0
0.15	-0.0251	0
0.1	-0.0211	0
0.075	-0.0186	0
0.05	-0.015	0
0.025	-0.0105	0
0	0	0
0.025	0.0323	0
0.05	0.0473	0
0.075	0.0576	0
0.1	0.0654	0
0.15	0.0766	0
0.2	0.0836	0
0.3	0.0886	0
0.4	0.086	0
0.5	0.0779	0
0.6	0.0656	0
0.7	0.0511	0
0.8	0.0343	0
0.9	0.017	0
0.95	0.008	0
1	0	0
