Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.0210507904	101325	101325	101325	101325	0	0	0	0	0.000252935	0	0	3
2	1	0	0.0421015807	101325	101325	101325	101325	7.84348231e-09	0	0	0	0.000217724	0	0	3
3	1	0	0.0631523711	101325	101325	101325	101325	1.57160684e-08	0	0	0	0.000172226	0	0	3
4	1	0	0.0842031614	101325	101325	101325	101325	1.77387847e-08	0	0	0	0.00014286	0	0	3
5	1	0	0.105253952	101325	101325	101325	101325	1.77387847e-08	0	0	0	0.000125226	0	0	3
6	1	0	0.126304742	101325	101325	101325	101325	1.77387847e-08	0	0	0	0.000117827	0	0	3
7	1	0	0.147355533	101325	101325	101325	101325	1.77387847e-08	0	0	0	0.000110462	0	0	3
8	1	0	0.168406323	101325	101325	101325	101325	2.17114575e-08	0	0	0	0.000105387	0	0	3
9	1	0	0.189457113	101325	101325	101325	101325	2.81725079e-08	0	0	0	0.000100358	0	0	3
10	1	0	0.210507904	101325	101325	101325	101325	3.39641701e-08	0	0	0	9.57646e-05	0	0	3
11	1	0	0.231558694	101325	101325	101325	101325	3.96103133e-08	0	0	0	9.29439e-05	0	0	3
12	1	0	0.252609484	101325	101325	101325	101325	4.51691449e-08	0	0	0	9.01819e-05	0	0	3
13	2	0	0.273660275	101325	101325	101325	101325	5.05970092e-08	0	0	0	8.76284e-05	0	0	3
14	2	0	0.294711065	101325	101325	101325	101325	5.58939064e-08	0	0	0	8.53074e-05	0	0	3
15	2	0	0.315761855	101325	101325	101325	101325	6.10452844e-08	0	0	0	8.324e-05	0	0	3
16	2	0	0.336812646	101325	101325	101325	101325	6.62403181e-08	0	0	0	8.1843e-05	0	0	3
17	2	0	0.357863436	101325	101325	101325	101325	7.14644557e-08	0	0	0	8.04106e-05	0	0	3
18	2	0	0.378914227	101325	101325	101325	101325	7.66885933e-08	0	0	0	7.90269e-05	0	0	3
19	2	0	0.399965017	101325	101325	101325	101325	8.17963155e-08	0	0	0	7.76677e-05	0	0	3
20	2	0	0.421015807	101325	101325	101325	101325	8.67730705e-08	0	0	0	7.57074e-05	0	0	3
21	2	0	0.442066598	101325	101325	101325	101325	9.17207217e-08	0	0	0	7.5583e-05	0	0	3
22	2	0	0.463117388	101325	101325	101325	101325	9.65810614e-08	0	0	0	7.39993e-05	0	0	3
23	2	0	0.484168178	101325	101325	101325	101325	1.01339538e-07	0	0	0	7.38513e-05	0	0	3
24	2	0	0.505218969	101325	101325	101325	101325	1.05908839e-07	0	0	0	7.23102e-05	0	0	3
25	2	0	0.526269759	101325	101325	101325	101325	1.14130671e-07	0	0	0	7.2238e-05	0	0	3
26	3	0	0.547320549	101325	101325	101325	101325	1.23138307e-07	0	0	0	7.10069e-05	0	0	3
27	3	0	0.56837134	101325	101325	101325	101325	1.32829882e-07	0	0	0	7.11714e-05	0	0	3
28	3	0	0.58942213	101325	101325	101325	101325	1.40382326e-07	0	0	0	6.99466e-05	0	0	3
29	3	0	0.61047292	101325	101325	101325	101325	1.43932994e-07	0	0	0	7.01518e-05	0	0	3
30	3	0	0.631523711	101325	101325	101325	101325	1.4390389e-07	0	0	0	6.9694e-05	0	0	3
31	3	0	0.652574501	101325	101325	101325	101325	1.42710633e-07	0	0	0	6.93723e-05	0	0	3
32	3	0	0.673625292	101325	101325	101325	101325	1.39509211e-07	0	0	0	6.8357e-05	0	0	3
33	3	0	0.694676082	101325	101325	101325	101325	1.3326644e-07	0	0	0	6.877e-05	0	0	3
34	3	0	0.715726872	101325	101325	101325	101325	1.2316741e-07	0	0	0	6.84926e-05	0	0	3
35	3	0	0.736777663	101325	101325	101325	101325	1.13082933e-07	0	0	0	6.82194e-05	0	0	3
36	3	0	0.757828453	101325	101325	101325	101325	1.03595085e-07	0	0	0	6.80578e-05	0	0	3
37	3	0	0.778879243	101325	101325	101325	101325	9.47766239e-08	0	0	0	6.78954e-05	0	0	3
38	3	0	0.799930034	101325	101325	101325	101325	9.6479198e-08	0	0	0	6.77489e-05	0	0	3
39	4	0	0.820980824	101325	101325	101325	101325	1.06461812e-07	0	0	0	6.76036e-05	0	0	3
40	4	0	0.842031614	101325	101325	101325	101325	1.11802365e-07	0	0	0	6.74739e-05	0	0	3
41	4	0	0.863082405	101325	101325	101325	101325	1.06578227e-07	0	0	0	6.73841e-05	0	0	3
42	4	0	0.884133195	101325	101325	101325	101325	1.01470505e-07	0	0	0	6.72652e-05	0	0	3
43	4	0	0.905183986	101325	101325	101325	101325	9.64937499e-08	0	0	0	6.72266e-05	0	0	3
44	4	0	0.926234776	101325	101325	101325	101325	9.15460987e-08	0	0	0	6.71573e-05	0	0	3
45	4	0	0.947285566	101325	101325	101325	101325	8.6685759e-08	0	0	0	6.70825e-05	0	0	3
46	4	0	0.968336357	101325	101325	101325	101325	8.19272827e-08	0	0	0	6.63175e-05	0	0	3
47	4	0	0.989387147	101325	101325	101325	101325	7.73579814e-08	0	0	0	6.69523e-05	0	0	3
48	4	0	1.01043794	101325	101325	101325	101325	6.91361492e-08	0.00101325	0	0	6.68937e-05	0	0	3
49	4	0	1.03148873	101325	101325	101325	101325	6.01285137e-08	0.00101325	0	0	6.68324e-05	0	0	3
50	4	0	1.05253952	101325	101325	101325	101325	5.04369382e-08	0.00101325	0	0	6.67808e-05	0	0	3
51	5	0	1.07359031	101325	101325	101325	101325	4.86033969e-08	0.00101325	0	0	6.67263e-05	0	0	3
