Iteration	CPUTime	PhysTime	Travels
114	7	1.85600075	0.95991604
115	8	1.87703414	0.968336357
116	8	1.89808525	0.976756673
117	8	1.91915809	0.985176989
118	8	1.94025723	0.993597305
119	8	1.9613873	1.00201762
120	8	1.98255168	1.01043794
121	8	2.00375544	1.01885825
122	8	2.02500448	1.02727857
123	8	2.04630583	1.03569889
124	8	2.06766552	1.0441192
125	8	2.08905858	1.05253952
126	8	2.11040784	1.06095983
127	8	2.13170869	1.06938015
128	8	2.15295713	1.07780047
129	8	2.17415055	1.08622078
130	9	2.19528725	1.0946411
131	9	2.21636671	1.10306141
132	9	2.23738928	1.11148173
133	9	2.25835693	1.11990205
134	9	2.27927243	1.12832236
135	9	2.30013934	1.13674268
136	9	2.32096116	1.145163
137	9	2.34174363	1.15358331
138	9	2.36249336	1.16200363
139	9	2.38321756	1.17042394
140	9	2.40392512	1.17884426
141	9	2.42462533	1.18726458
142	9	2.44532641	1.19568489
143	9	2.46603902	1.20410521
144	10	2.4867755	1.21252552
145	10	2.50754764	1.22094584
146	10	2.52837437	1.22936616
147	10	2.54926693	1.23778647
148	10	2.5702213	1.24620679
149	10	2.59105882	1.25462711
150	10	2.61178462	1.26304742
151	10	2.63241433	1.27146774
152	10	2.65291988	1.27988805
153	10	2.67324808	1.28830837
154	10	2.6934609	1.29672869
155	10	2.71360813	1.305149
156	10	2.73367654	1.31356932
157	10	2.75369943	1.32198963
158	11	2.7735126	1.33040995
159	11	2.7931338	1.33883027
160	11	2.81258309	1.34725058
161	11	2.83188281	1.3556709
162	11	2.85105982	1.36409122
163	11	2.87014304	1.37251153
164	11	2.88915945	1.38093185
165	11	2.90816415	1.38935216
166	11	2.92717423	1.39777248
167	11	2.94624648	1.4061928
168	11	2.96541708	1.41461311
169	11	2.98472153	1.42303343
170	11	3.00419588	1.43145374
171	11	3.0238731	1.43987406
172	12	3.0437775	1.44829438
173	12	3.06358911	1.45671469
174	12	3.08298095	1.46513501
175	12	3.10202643	1.47355533
176	12	3.12079197	1.48197564
177	12	3.1393331	1.49039596
178	12	3.15770747	1.49881627
179	12	3.17597782	1.50723659
180	12	3.19419075	1.51565691
181	12	3.21239476	1.52407722
182	12	3.2306371	1.53249754
183	12	3.24898321	1.54091785
184	13	3.26747202	1.54933817
185	13	3.28612984	1.55775849
186	13	3.30497713	1.5661788
187	13	3.32403434	1.57459912
188	13	3.34283813	1.58301944
189	13	3.36140712	1.59143975
190	13	3.37977601	1.59986007
191	13	3.3979827	1.60828038
192	13	3.41606249	1.6167007
193	13	3.43405364	1.62512102
194	13	3.45199269	1.63354133
195	13	3.46994753	1.64196165
196	13	3.48793924	1.65038196
197	14	3.50599571	1.65880228
198	14	3.52415326	1.6672226
199	14	3.54244589	1.67564291
200	14	3.56090506	1.68406323
201	14	3.57955864	1.69248355
202	14	3.5984279	1.70090386
203	14	3.61739552	1.70932418
204	14	3.63614027	1.71774449
205	14	3.65468079	1.72616481
206	14	3.67304679	1.73458513
207	14	3.69127204	1.74300544
208	15	3.70939114	1.75142576
209	15	3.72744118	1.75984607
210	15	3.74546151	1.76826639
211	15	3.76351696	1.77668671
212	15	3.78163511	1.78510702
213	15	3.7998412	1.79352734
214	15	3.81817524	1.80194765
215	15	3.8366744	1.81036797
216	15	3.8553714	1.81878829
217	15	3.87429385	1.8272086
218	15	3.89328007	1.83562892
219	15	3.9120063	1.84404924
220	15	3.93049716	1.85246955
221	15	3.94879254	1.86088987
222	15	3.96692515	1.86931018
223	16	3.98493582	1.8777305
224	16	4.00286381	1.88615082
225	16	4.0207508	1.89457113
226	16	4.03866679	1.90299145
227	16	4.05664019	1.91141176
228	16	4.07470441	1.91983208
229	16	4.09289727	1.9282524
230	16	4.11125723	1.93667271
231	16	4.12981812	1.94509303
232	16	4.14860775	1.95351335
233	16	4.16761316	1.96193366
234	16	4.18635571	1.97035398
235	16	4.20486776	1.97877429
236	16	4.22318361	1.98719461
237	17	4.24133988	1.99561493
238	17	4.25937536	2.00403524
239	17	4.27733454	2.01245556
240	17	4.2952561	2.02087587
241	17	4.31321051	2.02929619
242	17	4.33123271	2.03771651
243	17	4.3493456	2.04613682
244	17	4.3675864	2.05455714
245	17	4.38599252	2.06297746
246	17	4.40459664	2.07139777
247	17	4.42342593	2.07981809
248	17	4.44241438	2.0882384
249	17	4.46115569	2.09665872
250	17	4.47967087	2.10507904
251	18	4.49799624	2.11349935
252	18	4.516167	2.12191967
253	18	4.5342216	2.13033998
254	18	4.55220295	2.1387603
255	18	4.57014935	2.14718062
256	18	4.58813059	2.15560093
257	18	4.60617551	2.16402125
258	18	4.62431067	2.17244157
259	18	4.64257518	2.18086188
260	18	4.66100626	2.1892822
261	18	4.67963668	2.19770251
262	18	4.69849412	2.20612283
263	18	4.71748084	2.21454315
264	18	4.73621421	2.22296346
265	18	4.75472391	2.23138378
266	18	4.77303565	2.23980409
267	18	4.79118961	2.24822441
268	19	4.80922521	2.25664473
269	19	4.82718224	2.26506504
270	19	4.84509993	2.27348536
271	19	4.86304921	2.28190568
272	19	4.88106073	2.29032599
273	19	4.89916336	2.29874631
274	19	4.91739458	2.30716662
275	19	4.93579287	2.31558694
276	19	4.95439186	2.32400726
277	19	4.97321869	2.33242757
278	19	4.99220348	2.34084789
279	19	5.01093127	2.3492682
280	19	5.02943002	2.35768852
281	19	5.04773125	2.36610884
