Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0.00233605447	0.00798724083	0	0	0	0	0	0	0	0	0	0	0	3
2	1	0.0040212357	0.0159744817	0	0	0	0	0	0	0	0	0	0	0	3
3	1	0.00572143262	0.0239617225	0	0	0	0	0	0	0	0	0	0	0	3
4	1	0.00743127207	0.0319489633	0	0	0	0	0	0	0	0	0	0	0	3
5	1	0.00918405604	0.0399362042	0	0	0	0	0	0	0	0	0	0	0	3
6	1	0.0120951263	0.047923445	0	0	0	0	0	0	0	0	0	0	0	3
7	1	0.0153634982	0.0559106858	0	0	0	0	0	0	0	0	0	0	0	3
8	1	0.0187480498	0.0638979267	0	0	0	0	0	0	0	0	0	0	0	3
9	1	0.0221568936	0.0718851675	0	0	0	0	0	0	0	0	0	0	0	3
10	1	0.0255767543	0.0798724083	0	0	0	0	0	0	0	0	0	0	0	3
11	1	0.0307205079	0.0878596492	0	0	0	0	0	0	0	0	0	0	0	3
12	1	0.0358429478	0.09584689	0	0	0	0	0	0	0	0	0	0	0	3
13	1	0.0410064468	0.103834131	0	0	0	0	0	0	0	0	0	0	0	3
14	2	0.0461841657	0.111821372	0	0	0	0	0	0	0	0	0	0	0	3
15	2	0.0513605044	0.119808613	0	0	0	0	0	0	0	0	0	0	0	3
16	2	0.0591551887	0.127795853	0	0	0	0	0	0	0	0	0	0	0	3
17	2	0.0669580815	0.135783094	0	0	0	0	0	0	0	0	0	0	0	3
18	2	0.0747691761	0.143770335	0	0	0	0	0	0	0	0	0	0	0	3
19	2	0.0825896567	0.151757576	0	0	0	0	0	0	0	0	0	0	0	3
20	2	0.0904215795	0.159744817	0	0	0	0	0	0	0	0	0	0	0	3
21	2	0.102189972	0.167732058	0	0	0	0	0	0	0	0	0	0	0	3
22	2	0.113990562	0.175719298	0	0	0	0	0	0	0	0	0	0	0	3
23	2	0.125801087	0.183706539	0	0	0	0	0	0	0	0	0	0	0	3
24	2	0.137614949	0.19169378	0	0	0	0	0	0	0	0	0	0	0	3
25	2	0.1494289	0.199681021	0	0	0	0	0	0	0	0	0	0	0	3
26	2	0.167144735	0.207668262	0	0	0	0	0	0	0	0	0	0	0	3
27	2	0.184861205	0.215655503	0	0	0	0	0	0	0	0	0	0	0	3
28	2	0.202578429	0.223642743	0	0	0	0	0	0	0	0	0	0	0	3
29	2	0.220299931	0.231629984	0	0	0	0	0	0	0	0	0	0	0	3
30	2	0.238025586	0.239617225	0	0	0	0	0	0	0	0	0	0	0	3
31	2	0.261379382	0.247604466	0	0	0	0	0	0	0	0	0	0	0	3
32	3	0.284751235	0.255591707	0	0	0	0	0	0	0	0	0	0	0	3
33	3	0.308141037	0.263578948	0	0	0	0	0	0	0	0	0	0	0	3
34	3	0.331544286	0.271566188	0	0	0	0	0	0	0	0	0	0	0	3
35	3	0.35496548	0.279553429	0	0	0	0	0	0	0	0	0	0	0	3
36	3	0.378407031	0.28754067	0	0	0	0	0	0	0	0	0	0	0	3
37	3	0.401867325	0.295527911	0	0	0	0	0	0	0	0	0	0	0	3
38	3	0.425339543	0.303515152	0	0	0	0	0	0	0	0	0	0	0	3
39	3	0.448824144	0.311502393	0	0	0	0	0	0	0	0	0	0	0	3
40	3	0.472322583	0.319489633	0	0	0	0	0	0	0	0	0	0	0	3
41	3	0.495839073	0.327476874	0	0	0	0	0	0	0	0	0	0	0	3
42	3	0.519362501	0.335464115	0	0	0	0	0	0	0	0	0	0	0	3
