Iteration	CPUTime	PhysTime	Travels
98	7	1.84798019	0.782749602
99	7	1.87192842	0.790736843
100	7	1.89589023	0.798724083
101	7	1.91985788	0.806711324
102	7	1.94380463	0.814698565
103	7	1.96773185	0.822685806
104	7	1.99165295	0.830673047
105	7	2.01556808	0.838660288
106	7	2.03946582	0.846647528
107	7	2.06335143	0.854634769
108	7	2.08723907	0.86262201
109	7	2.11113256	0.870609251
110	7	2.1350236	0.878596492
111	7	2.15892174	0.886583733
112	8	2.18284465	0.894570973
113	8	2.20677944	0.902558214
114	8	2.23073305	0.910545455
115	8	2.25472638	0.918532696
116	8	2.27875915	0.926519937
117	8	2.30279982	0.934507178
118	8	2.32681531	0.942494418
119	8	2.35079077	0.950481659
120	8	2.37473207	0.9584689
121	8	2.39864747	0.966456141
122	8	2.42252982	0.974443382
123	8	2.44639466	0.982430623
124	8	2.47024285	0.990417863
125	8	2.49407585	0.998405104
126	8	2.51790533	1.00639235
127	8	2.54174442	1.01437959
128	9	2.56559369	1.02236683
129	9	2.58946556	1.03035407
130	9	2.61337097	1.03834131
131	9	2.63730694	1.04632855
132	9	2.66128346	1.05431579
133	9	2.68531674	1.06230303
134	9	2.70937853	1.07029027
135	9	2.7333939	1.07827751
136	9	2.75736692	1.08626475
137	9	2.78128916	1.09425199
138	9	2.8051733	1.10223924
139	9	2.82903329	1.11022648
140	9	2.85287083	1.11821372
141	9	2.87669393	1.12620096
142	9	2.90051706	1.1341882
143	10	2.92435293	1.14217544
144	10	2.94820162	1.15016268
145	10	2.97207404	1.15814992
146	10	2.99598106	1.16613716
147	10	3.01991021	1.1741244
148	10	3.04386171	1.18211164
149	10	3.06783868	1.19009888
150	10	3.0917968	1.19808613
151	10	3.11572571	1.20607337
152	10	3.13963617	1.21406061
153	10	3.16354492	1.22204785
154	10	3.18745505	1.23003509
155	10	3.21137029	1.23802233
156	10	3.23526566	1.24600957
157	10	3.25913507	1.25399681
158	10	3.28297461	1.26198405
159	11	3.3067844	1.26997129
160	11	3.33057352	1.27795853
161	11	3.35435235	1.28594577
162	11	3.37813169	1.29393302
163	11	3.40191485	1.30192026
164	11	3.42571949	1.3099075
165	11	3.4495471	1.31789474
166	11	3.47335006	1.32588198
167	11	3.49711909	1.33386922
168	11	3.5208537	1.34185646
169	11	3.54455637	1.3498437
170	11	3.56823873	1.35783094
171	11	3.5919152	1.36581818
172	11	3.61559263	1.37380542
173	12	3.63927816	1.38179266
174	12	3.66299005	1.38977991
175	12	3.68672891	1.39776715
176	12	3.71049381	1.40575439
177	12	3.73422353	1.41374163
178	12	3.75791358	1.42172887
179	12	3.78157573	1.42971611
180	12	3.80522296	1.43770335
181	12	3.82886588	1.44569059
182	12	3.85251105	1.45367783
183	12	3.87616929	1.46166507
184	12	3.89985492	1.46965231
185	12	3.92357252	1.47763955
186	12	3.9472921	1.4856268
187	13	3.97096803	1.49361404
188	13	3.99460931	1.50160128
189	13	4.01821462	1.50958852
190	13	4.04179946	1.51757576
191	13	4.06537991	1.525563
192	13	4.08896753	1.53355024
193	13	4.11256818	1.54153748
194	13	4.13619403	1.54952472
195	13	4.15985715	1.55751196
196	13	4.18355994	1.5654992
197	13	4.20724971	1.57348644
198	13	4.23090286	1.58147369
199	13	4.25452266	1.58946093
200	13	4.27811317	1.59744817
201	14	4.30168931	1.60543541
202	14	4.32526735	1.61342265
203	14	4.34885639	1.62140989
204	14	4.37246528	1.62939713
205	14	4.39611101	1.63738437
206	14	4.41979643	1.64537161
207	14	4.44349017	1.65335885
208	14	4.46714687	1.66134609
209	14	4.49077116	1.66933333
210	14	4.5143682	1.67732058
211	14	4.5379513	1.68530782
212	14	4.56153483	1.69329506
213	14	4.58513125	1.7012823
214	15	4.60874803	1.70926954
215	15	4.63239765	1.71725678
216	15	4.65609522	1.72524402
217	15	4.67976335	1.73323126
218	15	4.70339556	1.7412185
219	15	4.72699142	1.74920574
220	15	4.75055552	1.75719298
221	15	4.77410051	1.76518022
222	15	4.79764446	1.77316747
223	15	4.82119741	1.78115471
224	15	4.84476944	1.78914195
225	15	4.86837628	1.79712919
226	15	4.8920304	1.80511643
227	15	4.91572969	1.81310367
228	15	4.93938706	1.82109091
229	16	4.96300004	1.82907815
230	16	4.98657929	1.83706539
231	16	5.01013907	1.84505263
232	16	5.03369461	1.85303987
233	16	5.05725477	1.86102711
234	16	5.08083917	1.86901436
235	16	5.10445726	1.8770016
236	16	5.12811207	1.88498884
237	16	5.15179927	1.89297608
238	16	5.1754335	1.90096332
239	16	5.19902143	1.90895056
240	16	5.22258047	1.9169378
241	16	5.24612016	1.92492504
242	16	5.26964449	1.93291228
243	16	5.29317065	1.94089952
244	17	5.31671622	1.94888676
245	17	5.3402922	1.956874
246	17	5.3639039	1.96486125
247	17	5.3875651	1.97284849
248	17	5.41123684	1.98083573
249	17	5.43485758	1.98882297
250	17	5.45843839	1.99681021
251	17	5.48199648	2.00479745
252	17	5.50554174	2.01278469
253	17	5.52908486	2.02077193
254	17	5.55264285	2.02875917
255	17	5.57623	2.03674641
256	17	5.59985799	2.04473365
257	17	5.6235269	2.05272089
258	17	5.64717194	2.06070814
259	18	5.67076761	2.06869538
260	18	5.69432599	2.07668262
261	18	5.71785848	2.08466986
262	18	5.74137192	2.0926571
263	18	5.76488469	2.10064434
264	18	5.7884193	2.10863158
265	18	5.81197629	2.11661882
266	18	5.83556901	2.12460606
267	18	5.85922068	2.1325933
268	18	5.88288141	2.14058054
269	18	5.90650271	2.14856778
270	18	5.93007849	2.15655503
271	18	5.9536223	2.16454227
272	18	5.977155	2.17252951
273	18	6.00068574	2.18051675
274	18	6.02422562	2.18850399
275	19	6.04779213	2.19649123
276	19	6.07140479	2.20447847
277	19	6.09505883	2.21246571
278	19	6.11871331	2.22045295
279	19	6.14231435	2.22844019
280	19	6.16587045	2.23642743
281	19	6.18939513	2.24441467
282	19	6.21290171	2.25240192
283	19	6.23640296	2.26038916
284	19	6.25991406	2.2683764
285	19	6.28345392	2.27636364
286	19	6.30703076	2.28435088
287	19	6.33064814	2.29233812
288	19	6.35432091	2.30032536
289	19	6.37794927	2.3083126
