Iteration	CPUTime	PhysTime	Travels
1	1	6.50512246e-06	0.00624454184
2	1	1.06037066e-05	0.0124890837
3	1	1.47629998e-05	0.0187336255
4	1	1.89739938e-05	0.0249781673
5	1	2.33188437e-05	0.0312227092
6	1	3.0512884e-05	0.037467251
7	1	3.85844872e-05	0.0437117929
8	2	4.70321419e-05	0.0499563347
9	2	5.56536416e-05	0.0562008765
10	2	6.44025681e-05	0.0624454184
11	2	7.76871264e-05	0.0686899602
12	2	9.1152361e-05	0.074934502
13	2	0.000104752316	0.0811790439
14	2	0.000118448182	0.0874235857
15	2	0.000132210507	0.0936681275
16	2	0.000152921098	0.0999126694
17	2	0.000173684181	0.106157211
18	2	0.000194478849	0.112401753
19	3	0.00021529578	0.118646295
20	3	0.000236131681	0.124890837
21	3	0.000267412527	0.131135379
22	3	0.000298726623	0.13737992
23	3	0.000330066864	0.143624462
24	3	0.000361420165	0.149869004
25	3	0.000392772482	0.156113546
26	3	0.000439779396	0.162358088
27	3	0.00048673166	0.16860263
28	3	0.000533612304	0.174847171
29	3	0.000580418667	0.181091713
30	4	0.000627151285	0.187336255
31	4	0.000688598872	0.193580797
32	4	0.000749944544	0.199825339
33	4	0.000811197108	0.206069881
34	4	0.000872372561	0.212314422
35	4	0.000933488199	0.218558964
36	4	0.000994558634	0.224803506
37	4	0.00105559606	0.231048048
38	4	0.0011166096	0.23729259
39	4	0.00117760559	0.243537132
40	5	0.00123859033	0.249781673
41	5	0.00129957027	0.256026215
42	5	0.00136055191	0.262270757
43	5	0.00142154009	0.268515299
44	5	0.00148253747	0.274759841
45	5	0.00154354596	0.281004383
46	5	0.00160456758	0.287248924
47	5	0.00166560401	0.293493466
48	5	0.00172665603	0.299738008
49	5	0.00178772435	0.30598255
50	5	0.00184881149	0.312227092
51	6	0.00190991931	0.318471634
52	6	0.00197104866	0.324716175
53	6	0.00203220002	0.330960717
54	6	0.00209337324	0.337205259
55	6	0.00215456887	0.343449801
56	6	0.00221578673	0.349694343
57	6	0.00227702662	0.355938885
58	6	0.00233828847	0.362183426
59	6	0.0023995722	0.368427968
60	6	0.00246087776	0.37467251
61	7	0.002522205	0.380917052
62	7	0.00258355353	0.387161594
63	7	0.00264492266	0.393406136
64	7	0.00270631222	0.399650678
65	7	0.00276772179	0.405895219
66	7	0.00282915067	0.412139761
