Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	6.50512246e-06	0.00624454184	293.200145	293.200145	293.200145	293.200145	0	0	0	0	0.287704	0	0	3
2	1	1.06037066e-05	0.0124890837	293.200017	293.200095	293.200017	293.200145	4.92968762e-05	0	0	0	0.200258	0	0	3
3	1	1.47629998e-05	0.0187336255	293.200018	293.200074	293.200017	293.200145	7.1112816e-05	0	0	0	0.191818	0	0	3
4	1	1.89739938e-05	0.0249781673	293.20002	293.200062	293.200017	293.200145	8.30125182e-05	0	0	0	0.181897	0	0	3
5	1	2.33188437e-05	0.0312227092	293.200012	293.200053	293.200012	293.200145	9.2265396e-05	0	0	0	0.182878	0	0	3
6	1	3.0512884e-05	0.037467251	293.200012	293.200043	293.200012	293.200145	0.000101909786	0	0	0	0.187408	0	0	3
7	1	3.85844872e-05	0.0437117929	293.200013	293.200037	293.200012	293.200145	0.000108253945	0	0	0	0.192554	0	0	3
8	2	4.70321419e-05	0.0499563347	293.200014	293.200032	293.200012	293.200145	0.00011231288	0	0	0	0.195849	0	0	3
9	2	5.56536416e-05	0.0562008765	293.200014	293.20003	293.200012	293.200145	0.000115105011	0	0	0	0.200778	0	0	3
10	2	6.44025681e-05	0.0624454184	293.200016	293.200028	293.200012	293.200145	0.000117014045	0	0	0	0.203226	0	0	3
11	2	7.76871264e-05	0.0686899602	293.200016	293.200026	293.200012	293.200145	0.000118949892	0	0	0	0.208485	0	0	3
12	2	9.1152361e-05	0.074934502	293.200016	293.200024	293.200012	293.200145	0.000120393933	0	0	0	0.211668	0	0	3
13	2	0.000104752316	0.0811790439	293.200017	293.200023	293.200012	293.200145	0.000121379161	0	0	0	0.216398	0	0	3
14	2	0.000118448182	0.0874235857	293.200017	293.200023	293.200012	293.200145	0.000122117606	0	0	0	0.219209	0	0	3
15	2	0.000132210507	0.0936681275	293.200017	293.200022	293.200012	293.200145	0.000122669358	0	0	0	0.222837	0	0	3
16	2	0.000152921098	0.0999126694	293.200018	293.200022	293.200012	293.200145	0.000123170072	0	0	0	0.223978	0	0	3
17	2	0.000173684181	0.106157211	293.200019	293.200021	293.200012	293.200145	0.000123493298	0	0	0	0.225022	0	0	3
