Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	6.50512246e-06	0.00624454184	62.6868313	62.6868313	62.6868313	62.6868313	0	0	0	0	0	0	0	3
2	1	1.06037066e-05	0.0124890837	23.4364287	47.5156197	23.4364287	62.6868313	15.1712116	0	0	0	0	0	0	3
3	1	1.47629998e-05	0.0187336255	20.2515807	39.8343127	20.2515807	62.6868313	22.8525185	0	0	0	0	0	0	3
4	1	1.89739938e-05	0.0249781673	18.5717908	35.1154141	18.5717908	62.6868313	27.5714171	0	0	0	0	0	0	3
5	1	2.33188437e-05	0.0312227092	18.4375413	32.0079335	18.4375413	62.6868313	30.6788977	0	0	0	0	0	0	3
6	1	3.0512884e-05	0.037467251	17.5181418	28.591667	17.5181418	62.6868313	34.0951643	0	0	0	0	0	0	3
7	1	3.85844872e-05	0.0437117929	17.2988554	26.2292903	17.2988554	62.6868313	36.457541	0	0	0	0	0	0	3
8	2	4.70321419e-05	0.0499563347	16.9274583	24.5585463	16.9274583	62.6868313	38.1282849	0	0	0	0	0	0	3
9	2	5.56536416e-05	0.0562008765	16.8659437	23.3668584	16.8659437	62.6868313	39.3199728	0	0	0	0	0	0	3
10	2	6.44025681e-05	0.0624454184	16.8221271	22.4777732	16.8221271	62.6868313	40.2090581	0	0	0	0	0	0	3
11	2	7.76871264e-05	0.0686899602	17.0554742	21.5505559	16.8221271	62.6868313	41.1362754	0	0	0	0	0	0	3
12	2	9.1152361e-05	0.074934502	17.1194264	20.8959793	16.8221271	62.6868313	41.7908519	0	0	0	0	0	0	3
13	2	0.000104752316	0.0811790439	17.2679345	20.4249516	16.8221271	62.6868313	42.2618797	0	0	0	0	0	0	3
14	2	0.000118448182	0.0874235857	17.3187124	20.065785	16.8221271	62.6868313	42.6210463	0	0	0	0	0	0	3
15	2	0.000132210507	0.0936681275	17.5751878	19.8065286	16.8221271	62.6868313	42.8803026	0	0	0	0	0	0	3
16	2	0.000152921098	0.0999126694	17.6778499	19.5182349	16.8221271	62.6868313	43.1685964	0	0	0	0	0	0	3
17	2	0.000173684181	0.106157211	17.7287961	19.3043164	16.8221271	62.6868313	43.3825149	0	0	0	0	0	0	3
18	2	0.000194478849	0.112401753	17.948282	19.1593223	16.8221271	62.6868313	43.527509	0	0	0	0	0	0	3
19	3	0.00021529578	0.118646295	18.0528419	19.0523368	16.8221271	62.6868313	43.6344945	0	0	0	0	0	0	3
20	3	0.000236131681	0.124890837	18.1381917	18.971674	16.8221271	62.6868313	43.7151573	0	0	0	0	0	0	3
21	3	0.000267412527	0.131135379	18.1336716	18.8736478	16.8221271	62.6868313	43.8131834	0	0	0	0	0	0	3
22	3	0.000298726623	0.13737992	18.16326	18.7991812	16.8221271	62.6868313	43.88765	0	0	0	0	0	0	3
23	3	0.000330066864	0.143624462	18.2511794	18.7471478	16.8221271	62.6868313	43.9396835	0	0	0	0	0	0	3
24	3	0.000361420165	0.149869004	18.1716065	18.6972195	16.8221271	62.6868313	43.9896118	0	0	0	0	0	0	3
25	3	0.000392772482	0.156113546	18.0282368	18.6438192	16.8221271	62.6868313	44.0430121	0	0	0	0	0	0	3
26	3	0.000439779396	0.162358088	17.9882218	18.573744	16.8221271	62.6868313	44.1130872	0	0	0	0	0	0	3
27	3	0.00048673166	0.16860263	17.9490823	18.5134864	16.8221271	62.6868313	44.1733448	0	0	0	0	0	0	3
28	3	0.000533612304	0.174847171	17.9687909	18.4656321	16.8221271	62.6868313	44.2211992	0	0	0	0	0	0	3
29	3	0.000580418667	0.181091713	17.7925155	18.4113503	16.8221271	62.6868313	44.275481	0	0	0	0	0	0	3
30	4	0.000627151285	0.187336255	17.5204585	18.3449649	16.8221271	62.6868313	44.3418664	0	0	0	0	0	0	3
31	4	0.000688598872	0.193580797	17.5181415	18.2711827	16.8221271	62.6868313	44.4156485	0	0	0	0	0	0	3
32	4	0.000749944544	0.199825339	17.5697857	18.2138083	16.8221271	62.6868313	44.473023	0	0	0	0	0	0	3
33	4	0.000811197108	0.206069881	17.2422353	18.1404459	16.8221271	62.6868313	44.5463854	0	0	0	0	0	0	3
34	4	0.000872372561	0.212314422	16.923792	18.0551276	16.8221271	62.6868313	44.6317037	0	0	0	0	0	0	3
35	4	0.000933488199	0.218558964	16.6102686	17.9605324	16.6102686	62.6868313	44.7262989	0	0	0	0	0	0	3
36	4	0.000994558634	0.224803506	16.8200296	17.8905003	16.6102686	62.6868313	44.7963309	0	0	0	0	0	0	3
37	4	0.00105559606	0.231048048	16.7589677	17.8250721	16.6102686	62.6868313	44.8617592	0	0	0	0	0	0	3
38	4	0.0011166096	0.23729259	16.2834307	17.740834	16.2834307	62.6868313	44.9459972	0	0	0	0	0	0	3
39	4	0.00117760559	0.243537132	16.0820326	17.6549137	16.0820326	62.6868313	45.0319176	0	0	0	0	0	0	3
40	5	0.00123859033	0.249781673	16.1205772	17.5793673	16.0820326	62.6868313	45.107464	0	0	0	0	0	0	3
41	5	0.00129957027	0.256026215	16.2732799	17.5180815	16.0820326	62.6868313	45.1687498	0	0	0	0	0	0	3
42	5	0.00136055191	0.262270757	15.9989394	17.4499917	15.9989394	62.6868313	45.2368396	0	0	0	0	0	0	3
43	5	0.00142154009	0.268515299	15.469611	17.3650276	15.469611	62.6868313	45.3218037	0	0	0	0	0	0	3
44	5	0.00148253747	0.274759841	15.5650141	17.290968	15.469611	62.6868313	45.3958632	0	0	0	0	0	0	3
45	5	0.00154354596	0.281004383	15.8317885	17.2332941	15.469611	62.6868313	45.4535372	0	0	0	0	0	0	3
46	5	0.00160456758	0.287248924	15.6892391	17.1745738	15.469611	62.6868313	45.5122575	0	0	0	0	0	0	3
47	5	0.00166560401	0.293493466	15.4057636	17.1097553	15.4057636	62.6868313	45.5770759	0	0	0	0	0	0	3
48	5	0.00172665603	0.299738008	15.3593071	17.0478621	15.3593071	62.6868313	45.6389692	0	0	0	0	0	0	3
49	5	0.00178772435	0.30598255	15.4200412	16.992256	15.3593071	62.6868313	45.6945753	0	0	0	0	0	0	3
50	5	0.00184881149	0.312227092	15.5598662	16.944928	15.3593071	62.6868313	45.7419033	0	0	0	0	0	0	3
51	6	0.00190991931	0.318471634	15.4797561	16.8980499	15.3593071	62.6868313	45.7887814	0	0	0	0	0	0	3
52	6	0.00197104866	0.324716175	15.2202859	16.8460163	15.2202859	62.6868313	45.840815	0	0	0	0	0	0	3
53	6	0.00203220002	0.330960717	14.9351276	16.7885154	14.9351276	62.6868313	45.8983159	0	0	0	0	0	0	3
54	6	0.00209337324	0.337205259	15.4406808	16.7491285	14.9351276	62.6868313	45.9377028	0	0	0	0	0	0	3
55	6	0.00215456887	0.343449801	15.4156398	16.7112538	14.9351276	62.6868313	45.9755775	0	0	0	0	0	0	3
56	6	0.00221578673	0.349694343	15.1154199	16.667164	14.9351276	62.6868313	46.0196672	0	0	0	0	0	0	3
57	6	0.00227702662	0.355938885	15.0372011	16.6233267	14.9351276	62.6868313	46.0635046	0	0	0	0	0	0	3
58	6	0.00233828847	0.362183426	15.2482327	16.5873	14.9351276	62.6868313	46.0995313	0	0	0	0	0	0	3
59	6	0.0023995722	0.368427968	15.2202724	16.5523869	14.9351276	62.6868313	46.1344444	0	0	0	0	0	0	3
60	6	0.00246087776	0.37467251	14.8940301	16.5110738	14.8940301	62.6868313	46.1757575	0	0	0	0	0	0	3
61	7	0.002522205	0.380917052	14.8423572	16.4704991	14.8423572	62.6868313	46.2163322	0	0	0	0	0	0	3
62	7	0.00258355353	0.387161594	14.9167139	16.4336032	14.8423572	62.6868313	46.2532281	0	0	0	0	0	0	3
63	7	0.00264492266	0.393406136	15.0298146	16.4010316	14.8423572	62.6868313	46.2857996	0	0	0	0	0	0	3
64	7	0.00270631222	0.399650678	14.9924379	16.3690793	14.8423572	62.6868313	46.317752	0	0	0	0	0	0	3
65	7	0.00276772179	0.405895219	14.8475402	16.3353197	14.8423572	62.6868313	46.3515115	0	0	0	0	0	0	3
66	7	0.00282915067	0.412139761	14.7313721	16.3004935	14.7313721	62.6868313	46.3863378	0	0	0	0	0	0	3
67	7	0.00289059824	0.418384303	14.8583829	16.2698375	14.7313721	62.6868313	46.4169938	0	0	0	0	0	0	3
68	7	0.00295206397	0.424628845	15.1161885	16.2458171	14.7313721	62.6868313	46.4410142	0	0	0	0	0	0	3
69	7	0.00301354763	0.430873387	15.0232059	16.2208728	14.7313721	62.6868313	46.4659584	0	0	0	0	0	0	3
70	7	0.00307510149	0.437117929	14.9409224	16.1952522	14.7313721	62.6868313	46.491579	0	0	0	0	0	0	3
71	8	0.00313690541	0.44336247	14.7638371	16.1670502	14.7313721	62.6868313	46.519781	0	0	0	0	0	0	3
72	8	0.00319879666	0.449607012	15.1585367	16.1475372	14.7313721	62.6868313	46.5392941	0	0	0	0	0	0	3
73	8	0.00326076524	0.455851554	14.5423755	16.1170322	14.5423755	62.6868313	46.569799	0	0	0	0	0	0	3
74	8	0.00332267351	0.462096096	14.5278523	16.0874225	14.5278523	62.6868313	46.5994087	0	0	0	0	0	0	3
75	8	0.00338459537	0.468340638	14.5551922	16.0593901	14.5278523	62.6868313	46.6274412	0	0	0	0	0	0	3
76	8	0.00344645545	0.47458518	14.9730359	16.0398912	14.5278523	62.6868313	46.6469401	0	0	0	0	0	0	3
77	8	0.00350835914	0.480829721	15.0026106	16.0215888	14.5278523	62.6868313	46.6652425	0	0	0	0	0	0	3
78	8	0.00357023192	0.487074263	14.9391274	16.0028295	14.5278523	62.6868313	46.6840018	0	0	0	0	0	0	3
79	8	0.00363216609	0.493318805	14.7487412	15.9814453	14.5278523	62.6868313	46.7053859	0	0	0	0	0	0	3
80	8	0.00369407678	0.499563347	14.9525588	15.9642018	14.5278523	62.6868313	46.7226295	0	0	0	0	0	0	3
81	9	0.00375604815	0.505807889	14.9511608	15.9474875	14.5278523	62.6868313	46.7393438	0	0	0	0	0	0	3
82	9	0.00381799341	0.512052431	14.4917271	15.8440574	14.4917271	23.4364287	8.94470163	0	0	0	0	0	0	3
83	9	0.00387999588	0.518296972	14.4819621	15.8141893	14.4819621	20.2515807	5.76961853	0	0	0	0	0	0	3
84	9	0.00394196818	0.524541514	14.7536208	15.7927537	14.4819621	18.5717908	4.08982863	0	0	0	0	0	0	3
85	9	0.00400399661	0.530786056	14.7268614	15.773226	14.4819621	18.4375413	3.95557914	0	0	0	0	0	0	3
86	9	0.00406599527	0.537030598	14.8148515	15.7556649	14.4819621	18.2511794	3.76921724	0	0	0	0	0	0	3
87	9	0.00412804942	0.54327514	14.9095674	15.739757	14.4819621	18.2511794	3.76921724	0	0	0	0	0	0	3
88	9	0.00419007322	0.549519682	14.9711913	15.7252432	14.4819621	18.2511794	3.76921724	0	0	0	0	0	0	3
89	9	0.00425215387	0.555764223	14.6827377	15.7074375	14.4819621	18.2511794	3.76921724	0	0	0	0	0	0	3
90	9	0.00431420377	0.562008765	14.7059532	15.6904998	14.4819621	18.2511794	3.76921724	0	0	0	0	0	0	3
91	9	0.00437630984	0.568253307	14.3310591	15.6686231	14.3310591	18.2511794	3.92012023	0	0	0	0	0	0	3
92	10	0.00443838457	0.574497849	14.7680362	15.6515783	14.3310591	18.2511794	3.92012023	0	0	0	0	0	0	3
93	10	0.00450051583	0.580742391	14.7784686	15.634793	14.3310591	18.2511794	3.92012023	0	0	0	0	0	0	3
